channel_id,channel_name,message_id,date,text,views,forwards,reactions,has_media,reply_to
COIN22T,COIN 22,3311,2025-06-05 06:04:55+00:00,"😳**Еще Одна Ликвидация Джеймса Уинна на $25 млн**

__Вчера вечером кит Джеймс Уинн был __[__ликвидирован__](https://x.com/lookonchain/status/1930264806348730466?s=46&t=mvzCn0tFmLq5YcAFc7tHiA)__ по Long сделке на 240 BTC или $25,16 млн. Он также вручную закрыл часть своей позиции, чтобы снизить цену ликвидации. Он по-прежнему держит Long 770 BTC на $80,5 млн с ликвидационной ценой $104 035. А виной всему по прежнему высокие плечи 40X.__

🤔Трамп [предлагает](https://x.com/kobeissiletter/status/1930365563798528200?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) отменить потолок госдолга. Он «согласен с сенатором Элизабет Уоррен» в том, что «лимит долга следует полностью отменить». Без лимита госдолга Конгрессу больше не пришлось бы голосовать за повышение потолка госдолга. Умно, зачем потолок госдолга, если его всегда повышают.

🤖Amazon будет [тестировать](https://x.com/watcherguru/status/1930433929720324299?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) человекоподобных роботов для доставки посылок.

🏦4 июня спотовые ETF BlackRock [купили](https://x.com/cointelegraph/status/1930482274815922552?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) 2700 BTC и 28 240 ETH.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",10578,37,143,True,
COIN22T,COIN 22,3310,2025-06-04 16:49:26+00:00,"💵В сети завирусилось видео с пассажиром автобуса, который просматривает на телефоне свой инвестиционный счёт, на балансе у дедушки $300 000. 

__Никогда не знаешь с кем едешь в автобусе __🍸

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11094,219,431,True,
COIN22T,COIN 22,3309,2025-06-04 14:15:53+00:00,"🆕 **Большой Биткоин Прогноз на Июнь! Торговая Война Только Начинается**

Пока одни обсуждают альтсезон, настоящая бомба замедленного действия кроется в торговых тарифах Трампа. Как только появляется новость об их повышении — рынки сыпятся. А когда США временно дают Китаю поблажку — крипта растет.
⚠️Сейчас все замерли в ожидании 9 июня — именно к этому дню администрация Трампа обязана доказать в суде, почему в апреле были введены новые тарифы.

🕯И ставки здесь огромные: 
Если суд отменит пошлины — рынок вздохнёт с облегчением. Если же Трамп снова пойдёт в наступление — мы можем увидеть экономическую турбулентность, снижение ВВП, рост инфляции и потенциальное падение Биткоина.

🤑Мы сделали большой Биткоин прогноз на июнь, где вы узнаете:  

🔴Почему торговая война Трампа влияет на крипторынок
🔴Как инфляция и возможное изменение ставки ФРС повлияют на цену Биткоина
🔴Почему фонды начинают выводить деньги из ETF
🔴Какие метрики показывают, 
что нас ждет летом
🔴Фундаментальный и технический анализ: куда может пойти BTC и где он закроет июнь

👍__Это важный разбор всех ключевых факторов, которые будут влиять на рынок в ближайшие недели, поэтому поддержите видео лайком и в комментариях напишите ваш прогноз по BTC на июнь.__

👉[Смотреть Видео](https://www.youtube.com/watch?v=XmCk605V7r8&ab_channel=COIN22)",10489,30,146,True,
COIN22T,COIN 22,3308,2025-06-04 12:01:03+00:00,"🥺**Megadrop SKATE от Bybit в Интеграции с Mantle**

Bybit Megadrop - это [платформа](https://www.bybit.com/en/trade/spot/megadrop) на которой участники получают как фиксированный доход по USDT/MNT, так и долю от недавно залистиных токенов airdrop.

🎁Сейчас проводится Megadrop токена SKATE. Текущий призовой фонд: 4 млн SKATE для держателей MNT. Принцип получения токенов простой и заключается в блокировке MNT до 09.06.2025.

🗓Награды будут распределены в одной партии на 2025-06-09 07:00 UTC, если сумма 10,000 SKATE. Если сумма превышает этот порог, награды будут распределены в две партии на 2025-06-09 07:00 и 2025-06-16 07:00 UTC.

🔥__Условия получения токенов можно получить на __[**__Официальном Cайте__**](https://www.bybit.com/en/trade/spot/megadrop)**__ ивента Bybit.

__**👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",10432,14,59,True,
COIN22T,COIN 22,3307,2025-06-04 08:52:33+00:00,"⚡️**Какие Монеты Сейчас в Тренде на Рынке?**

В начале июня крипторынок демонстрирует смешанную динамику, но некоторые альткоины выделяются на фоне общей неопределенности.

✔️Quant - QNT сохраняет устойчивость, торгуясь выше уровня поддержки в $101 и достигнув отметки $104. 

📊Формирование на графике ""золотого креста"" — пересечения 50-дневной и 200-дневной скользящих средних — указывает на возможное продолжение роста до $120. Однако, если инвесторы начнут фиксировать прибыль, цена может откатиться ниже $101, с потенциальным снижением до $89.

🔐Monero - XMR показывает восстановление, достигнув уровня $351, приближаясь к ключевому сопротивлению. Если бычий импульс сохранится, цена может преодолеть этот барьер, открывая путь к дальнейшему росту.

🪁Aave - Монета AAVE зафиксировала более 100% роста после тестирования дна в апреле. Сейчас цена пытается закрепиться выше 250$, что станет положительным сигналом для продолжения восходящего движения. 

📈Hyperliquid - HYPE продолжает привлекать внимание инвесторов на фоне шумихи вокруг трейдера Джеймса Уинна. DEX биржа набирает популярность, что отражается на цене HYPE.

🕯__Несмотря на общую неопределенность на рынке, QNT, AAVE, XMR и HYPE демонстрируют признаки устойчивости и потенциального роста. Трейдерам стоит внимательно следить за этими токенами в ближайшие дни.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",10573,37,120,True,
COIN22T,COIN 22,3306,2025-06-04 05:22:05+00:00,"🐋**Киты Фиксируют Профит**

__Аналитик Вилли Ву __[__написал,__](https://x.com/woonomic/status/1929969300749857251)__ что «крупные киты» с более чем __
__10 000 BTC «продают с 2017 года», отвечая на вопрос, кто продает криптовалюту, когда «институты и правительства спешат скупить миллиарды BTC». __
__«Большинство этих монет были куплены по цене от 0 до 700 долларов и хранились от 8 до 16 лет», — пояснил он. __
📊__На диаграмме показано, что предложение, удерживаемое китами с балансом от 10 000 до 100 000 BTC, неуклонно снижалось в течение последних восьми лет. 

__📉__За этот период количество биткоинов сократилось примерно на 40% с 2,7 млн до примерно 1,6 млн BTC. Сейчас процент холдеров BTC в плюсе очень высокий, за счет чего могут наблюдаться фиксации профита. 
__
❗️Вчера появились слухи о запуске нового кошелька для хранения TRUMP, тем не менее Эрик Трамп [опровергает информацию,](https://x.com/EricTrump/status/1930014390280966434) что это официальный продукт компании. Он написал: 
Этот проект не авторизован. Я был бы крайне осторожен, используя наше имя в проекте, который не был одобрен и неизвестен никому в нашей организации.

😨Truth Social президента Трампа [подает заявку](https://x.com/Cointelegraph/status/1930011189486203264) на запуск спотового Биткоин-ETF.

🔹3 июня спотовый ETF BlackRock [купил](https://x.com/Cointelegraph/status/1930119839567253757) 29 580 ETH на сумму $77,1 [млн.](https://x.com/Cointelegraph/status/1930119839567253757) Теперь на нем хранится ETH на сумму более $4 млрд. Приток в Биткоин ETF также возобновился и вчера составил $375 млн.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11270,21,141,True,
COIN22T,COIN 22,3305,2025-06-03 16:09:43+00:00,"🇺🇸🇨🇳**Президент Трамп планирует провести в пятницу телефонные переговоры с Си Цзиньпином по вопросам торговли.**

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11362,18,314,True,
COIN22T,COIN 22,3304,2025-06-03 14:10:44+00:00,"🤔Теперь понятно как трейдер Джеймс Уинн, пытается компенсировать убытки с прошлых своих неудачных сделок и зачем весь этот хайп вокруг его больших позиций.

__🐷____Он начал активно рекламировать свой мем токен Moonpig на блокчейне Solana.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11834,43,226,True,
COIN22T,COIN 22,3303,2025-06-03 12:23:55+00:00,"📈 **M2 Денежная масса США достигла нового исторического максимума $21,86 трлн.**

😷На графике видно резкое увеличение денежной массы после 2020 года это связано с мерами стимулирования экономики (печатание денег, помощь бизнесу и населению во время пандемии и после неё)

__🔴____Даже если инфляция замедлилась **объём денег в системе всё ещё огромный**. 
Это может: стимулировать потребление и инвестиции, поддерживать рост фондового рынка и криптовалюты, но и сохранять риск новой волны инфляции, если экономика перегреется.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11469,33,154,True,
COIN22T,COIN 22,3302,2025-06-03 09:29:36+00:00,"😬**Илон Маск кратко комментирует госдолг США “Страшно”

**После ухода из белого дома Маск стал открыто выражать недовольство американской политической системой, называя её бюрократичной и неэффективной.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11675,32,246,True,
COIN22T,COIN 22,3301,2025-06-03 06:11:00+00:00,"🤑**Джеймс Уинн Превратил Убыток по Long BTC в Прибыль ** 

__После открытия Long позиции по BTC цена упала до $103 700 — до ликвидации оставалось всего $76. Но с учетом восстановления цены Биткоина выше $105 тыс он теперь __[__имеет__](https://x.com/lookonchain/status/1929713053337374926?s=46&t=mvzCn0tFmLq5YcAFc7tHiA)__ нереализованную прибыль в размере более $400 тыс. Но интересно, что сделку он пока еще не закрыл. Жадность может сыграть с ним очень плохую шутку.__ 

😈Администрация Трампа [установила](https://x.com/kobeissiletter/status/1929603564730564838?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) 8 июля в качестве крайнего срока для заключения торговых соглашений. Трамп также призывает страны представить свои лучшие предложения к среде, чтобы избежать восстановления пошлин. Трамп ясно дал понять, что тарифная пауза закончится через 36 дней.

🇨🇳Тем временем США [приостанавливают](https://x.com/watcherguru/status/1929631587047456821?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) действие пошлин на некоторые китайские товары до 31 августа.

🗣Министр финансов Бессент [заявил,](https://x.com/watcherguru/status/1929660640668647918?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) что США «никогда не объявят дефолт» по своему долгу в размере $36 триллионов.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",11872,34,156,True,
COIN22T,COIN 22,3298,2025-06-02 18:26:32+00:00,"**Трейдер Джеймс Уинн до открытия Лонга и после ****😃****

**👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12445,45,276,True,
COIN22T,COIN 22,3295,2025-06-02 14:00:49+00:00,"🤗**У трейдера Джеймса Уинна истерика и паника он явно заигрался и сходить с ума 

**__В __[своем](https://x.com/jameswynnreal?s=21&t=T0fOh0oQ4nqgITBjUkX-Cg)__ твитере он спамит сообщениями каждые 5 минут, умаляя своих подписчиков откупать Биткоин.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12363,208,417,True,
COIN22T,COIN 22,3293,2025-06-02 12:07:40+00:00,"👉**Джеймс Уинн Спасает Свой Long по Биткоину на $100 млн**

Чтобы избежать ликвидации, кит Джеймс Уинн [внес](https://x.com/lookonchain/status/1929480581936746659?s=46&t=T0fOh0oQ4nqgITBjUkX-Cg) 400 тыс USDC в качестве маржи. Теперь его новая цена ликвидации составляет $103 637.

🗣У себя в Х Джеймс [написал:](https://x.com/jameswynnreal/status/1929487344576630862?s=46&t=T0fOh0oQ4nqgITBjUkX-Cg)
Если хочешь поддержать борьбу с коррупцией — покупай BTC прямо сейчас. Как только я открыл лонг — меня сразу “захантили”. Здесь явно что-то происходит, и я не понимаю, в чём дело. Вряд ли дело только в моей позиции. Возможно, я просто “рыбка”, играющая на поле китов. А может быть, дело в том, что я привлекаю внимание к Hyper Liquid. В любом случае — если хочешь меня поддержать, **покупай BTC.****

**🔽Сейчас BTC торгуется на уровне $104 060 и риск ликвидации очень высокий, ведь Джеймс Уинн всегда использует высокие плечи, не оставляя место для просадки. 

🤔__Скорее всего он надеялся на большую покупку Сэйлора, а также на поддержку крипто__ __сообщества. Но сегодня Сэйлор __[__купил__](https://x.com/saylor/status/1929508945871163520?s=46&t=T0fOh0oQ4nqgITBjUkX-Cg)__ всего 705 BTC.__

А вы как думаете, его Long ликвидирует?

Да - 🔥         Нет - 🐳

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12396,81,1048,True,
COIN22T,COIN 22,3292,2025-06-02 10:16:31+00:00,"🤑 **Крупнейшие Холдеры Bitcoin**

 1. **Satoshi Nakamoto** — 1.1 млн BTC (~$114 млрд)
 2. **Coinbase** — 983 тыс. BTC (~$103 млрд)
 3. **Binance** — 619 тыс. BTC (~$65 млрд)
 4. **BlackRock** — 600 тыс. BTC (~$63 млрд)
 5. **MicroStrategy** — 449 тыс. BTC (~$47 млрд)
 6. **Fidelity** — 346 тыс. BTC (~$36 млрд)
 7. **Grayscale** — 218 тыс. BTC (~$23 млрд)
 8. **Правительство США** — 196 тыс. BTC (~$20 млрд)

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12346,82,181,True,
COIN22T,COIN 22,3291,2025-06-02 07:27:54+00:00,"🐋 Самый большой Bitcoin кит Майкл Сэйлор, по традиции, сегодня купит новую партию BTC.

__В прошлый понедельник он купил 4 020 Bitcoin на сумму $427 млн.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12232,28,188,True,
COIN22T,COIN 22,3290,2025-06-02 05:33:03+00:00,"😡**Трамп в Напряжении Ожидает Решение Суда по Тарифам**

__Трамп __[__заявил,__](https://x.com/watcherguru/status/1929244745424847143?s=46&t=mvzCn0tFmLq5YcAFc7tHiA)__ что если суд вынесет решение против него по тарифам, __
__«Это позволит другим странам держать нашу страну в заложниках».__
__Также министр торговли США Говард Лютник __[__заявил,__](https://x.com/watcherguru/status/1929182180376203301?s=46&t=mvzCn0tFmLq5YcAFc7tHiA)__ что «тарифы никуда не денутся». Напоминаем, 09.06 администрация Трампа должна аргументировать введения тарифов, иначе некоторые из них будут просто отменены. __

🇨🇳Ожидается, что президент Трамп и председатель КНР Си Цзиньпин [проведут](https://x.com/watcherguru/status/1929178377480466449?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) телефонный разговор на этой неделе, чтобы обсудить вопросы торговли.

🤑Японская компания Metaplanet [покупает](https://x.com/watcherguru/status/1929379928274800992?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) еще 1088 BTC на сумму $114 млн. Теперь у них есть 8888 BTC на сумму $930 млн. Но до Сэйлора им еще далеко.

❗️Сегодня в 20:00 выступит Джером Пауэлл. Если Пауэлла прокомментирует недавнее падение индекса PMI, а также инфляции в целом, после чего намекнет на снижение ставок, это положительно повлияет на рынок.

❌Илон Маск [заявил,](https://x.com/watcherguru/status/1929265119407575172?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) что X запускает новую систему обмена сообщениями «XChat» с шифрованием в стиле Биткоина.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12455,36,143,True,
COIN22T,COIN 22,3289,2025-06-01 14:01:39+00:00,"🆕 **Что Будет с Криптовалютой в Июне! Главные События Месяца**

Июнь только начался, а над рынками уже нависла угроза. Трамп обещал — но не сделал. Торговые переговоры с Китаем в тупике, Европа разводит руками, а тарифная пауза вот-вот закончится. Что это значит для Биткоина и крипторынка?  
❗️На рынке был зафиксирован самый сильный откат BTC с апреля, слабая активность холдеров и надвигающийся шквал экономических решений — от саммита G7 до нового раунда ETF-заявок на XRP.

⚠️В новом видео мы разобрали все, что нужно знать инвестору в начале лета, а именно:

🔴Какие события нас ждут в июне
🔴Смогут ли тарифы снова ударить по рынкам
🔴Как экономика будет оказывать влияние на Bitcoin
🔴Снизит ли ФРС ставки
🔴К каким важным датам стоит готовиться в июне

👍__Обязательно поддержите видео лайком, чтобы большой Биткоин прогноз вышел уже в следующем ролике.__

👉[Смотреть Видео](https://www.youtube.com/watch?v=RzYFY39SMtA&ab_channel=COIN22)",12651,34,180,True,
COIN22T,COIN 22,3288,2025-06-01 09:01:02+00:00,"🗓**Календарь на Июнь**

Начался новый месяц, который будет насыщен различными экономическими, а также крипто событиями, вот самые важные:

✔️02.06 Индекс деловой активности в производственном секторе ISM
✔️02.06 Выступление Пауэлла
✔️02.06 Разлоки ENA на $12 млн
✔️02.06 Число открытых вакансий на рынке труда
✔️04.06 Число занятых в несельскохозяйственном секторе
✔️04.06 Индекс деловой активности в США
✔️05.06 Листинг фьючерсов HYPE на Coinbase
✔️05.06 Заявки по безработице
✔️06.06 Уровень безработицы
✔️09.06 Крайний срок ответа администрации Трампа (апелляционный суд)
✔️11.06 ИПЦ за май
✔️15-17.06 Саммит G7 в Канаде
✔️17.06 Решение SEC по XRP ETF
✔️18.06 Заседание ФРС
✔️26.06 ВВП США
✔️27.06 Базовый индекс цен PCE

📥__Сохраняйте себе календарь и следите за этими важными датами, чтобы не пропустить волатильность рынка.

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12941,248,170,True,
COIN22T,COIN 22,3287,2025-06-01 08:08:52+00:00,"**🍿**** Кит трейдер Джеймс Уинн открыл 2 новые Long позиции**

BTC плечо 30x Ликвидация 
$94.8 тыс.
ETH плечо 25x Ликвидация $1990.

__Жизнь его немного научила и он решил сбавить обороты и взял плечо поменьше __👍

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",12468,96,277,True,
COIN22T,COIN 22,3286,2025-06-01 05:42:15+00:00,"😳**Хаос на Улицах Парижа**

__Вчера клуб ПСЖ впервые в истории стал победителем Лиги чемпионов УЕФА, обыграв команду Интер с разгромным счетом 5:0. На этом фоне в Париже произошли массовые беспорядки фанатов. Журналисты сообщают, Париж сейчас выглядит как зона военных действий. Североафриканские банды блокируют улицы и вступают в стычки с полицией. Полный хаос.__

🤑По последним [данным](https://x.com/Cointelegraph/status/1929040242931040387) акционеры компании Meta отклоняют предложение о создании резерва Bitcoin. Ранее акционеры Microsoft также отказались, чтобы компания создавала BTC резерв. 

🏠SEC [заявляет,](https://x.com/Cointelegraph/status/1929033435470868860) что продукты стейкинга ETH и SOL от REX Financial и Osprey Funds не могут считаться ETF. Агентство ставит под сомнение их структуру и раскрытие информации.

🔹ETH/BTC [упал](https://x.com/Cointelegraph/status/1928828868275666992c) до 0,018, самого низкого уровня с января 2020 года по данным Glassnode. ETH отстает от BTC, несмотря на бычий рынок, нарушая тенденции прошлых циклов.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",13268,83,169,True,
COIN22T,COIN 22,3284,2025-05-31 14:51:30+00:00,"🤏Генеральный директор JPMorgan Джейми Даймон заявил, что **правительство США не должно накапливать Bitcoin**.

__«Мы должны запасаться оружием, боеприпасами, танками, самолётами, дронами и редкоземельными металлами, а не Bitcoin», — сказал он.____

__👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",13433,28,318,True,
COIN22T,COIN 22,3283,2025-05-31 05:57:01+00:00,"😡**Трамп Снова Угрожает Повышением Тарифов на Сталь **

__Президент Трамп __[__заявил,__](https://x.com/kobeissiletter/status/1928592024032215106?s=46&t=mvzCn0tFmLq5YcAFc7tHiA)__ что для него «большая честь» повысить пошлины на сталь и алюминий с 25% до 50%, начиная с 4 июня. Белый дом также подтвердил, что тарифы на сталь вырастут с 25% до 50%, начиная со следующей недели. За последнее время Трамп сделал десятки заявлений касательно тарифов, но по итогу они до сих пор не действуют.__

📉Тем временем Bitcoin упал ниже $104 тыс и зафиксировал падение -6,2% за последнюю неделю. Инвесторы постепенно фиксируют профит.

🔽За последние 24 часа было [ликвидировано](https://www.coinglass.com/ru/LiquidationData) более $1 млрд. Большая часть ликвидированных позиций пришлась именно на Long сделки.

😈По [данным](https://x.com/cryptobeastreal/status/1928489118163448078?s=46&t=mvzCn0tFmLq5YcAFc7tHiA) World Liberty Financial, новая монета Дональда Трампа WLFI должна быть запущена в следующем месяце, ее рыночная капитализация составит $1,5 млрд. Семья Трампа явно хочет заработать еще несколько миллионов на криптовалюте.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",13906,62,195,True,
COIN22T,COIN 22,3281,2025-05-30 18:35:07+00:00,"👍 **Трейдер Джеймс Уинн только что снова был ликвидирован. Обе его длинные позиции по PEPE и BTC были частично ликвидированы.**

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",14705,114,317,True,3275.0
COIN22T,COIN 22,3280,2025-05-30 16:07:20+00:00,"💸Trump Media официально подписала сделку на сумму 
**$2,32 млрд на покупку и хранение Bitcoin** в качестве казначейского актива.

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",14276,54,245,True,
