channel_id,channel_name,message_id,date,text,views,forwards,reactions,has_media,reply_to,processed_text,cluster
crypt0scamm,CryptoScamm,1773,2025-05-25 17:41:36+00:00,"🪄 **Пришло время узнать что Oracle есть не только в твоей любимой дотке.**

🔮В DeFi есть свои оракулы. Они могут заглядывать ""за грань"" блокчейна и приносить туда данные из внешнего мира как провидение. Без них, смарт-контракты были бы как слепые котята и не смогли бы адаптироваться к условиям в нашем мире (к ценам, курсам или событиям)

**Что это такое? **
Оракул - это посредник между реальным миром и блокчейном, который ничего об этом мире не знает. Он слушает API с бирж, финансовых рынков или любых других источников, а затем передает это все в смарт-контракт. А контракт на основе этой инфы уже принимает решения (выплачивает, ребалансит, ликвидирует)

**Где эти парни нужны как никогда?**
🟡Рынки и кредитование: точные цены активов для займов и ликвидаций
🟡Деривативы и страхование: к примеру, payout при наступлении внешнего события
🟡Геймификация и NFT: случайные числа и генерация метаданных 

**Риски оракулов**
❌Централизация: если оракул один - возможна манипуляция данными
❌Атака на оракулы: джекпот для хакеров, если оракул имеет бекдор

Оракулы - это глаза и уши блокчейна в реальном мире. Как Oracle в Dota 2 решает судьбу своего керри, так и оракул решает судьбу транзакции в блокчейне. Без них не будет честных цен и автоматизации сложных сценариев. 🫤

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",15432,18,81,True,,пришло время узнать что oracle есть только твоей любимой дотке defi есть свои оракулы они могут заглядывать грань блокчейна приносить туда данные внешнего мира как провидение без них смартконтракты были как слепые котята смогли адаптироваться условиям нашем мире ценам курсам или событиям что это такое оракул это посредник между реальным миром блокчейном который ничего этом мире знает слушает api бирж финансовых рынков или любых других источников затем передает это все смартконтракт контракт основе этой инфы уже принимает решения выплачивает ребалансит ликвидирует где эти парни нужны как никогда рынки кредитование точные цены активов для займов ликвидаций деривативы страхование примеру payout при наступлении внешнего события геймификация nft случайные числа генерация метаданных риски оракулов централизация если оракул один возможна манипуляция данными атака оракулы джекпот для хакеров если оракул имеет бекдор оракулы это глаза уши блокчейна реальном мире как oracle dota решает судьбу своего керри так оракул решает судьбу транзакции блокчейне без них будет честных цен автоматизации сложных сценариев cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1772,2025-05-24 17:22:48+00:00,"🌞 **НОВОСТНОЙ ДАЙДЖЕСТ #20 **

BTC обновил ATH и рад бы был расти дальше, но у Трампа другие взгляды. Классическая схема “Pump and Trump”

🪙 BTC — $108 926 (+ 2.3%)

⚪️ ETH — $2 554 (+ 1.4%)

🔫 **Преступники начали **[охотиться](https://forklog.com/news/prestupniki-nachali-ohotu-na-semi-kriptopredprinimatelej)** на семьи криптокитов.** По данным PeckShield, хакеры начали охоту не на трейдеров, а на их семьи. В Венесуэле, Гонконге и Китае участились случаи похищений, шантажа и угроз — не ради крипты, а ради доступа к ней. Преступники ломают соцсети, следят за передвижением, вымогают seed-фразы через близких. 

🔸 **Binance **[требует](https://forklog.com/news/binance-potrebovala-otklonit-isk-ftx-na-1-76-mlrd)** отклонить иск FTX на $1.76 млрд.** Иск касается убытков, якобы нанесённых FTX действиями CZ и его команды (в том числе — постами в Twitter/X). Binance заявила: иск надуман, FTX банкроты и вообще ""не в том положении, чтобы качать права"". Очередной судебный сериал? Главное, чтобы не как с Ripple — на десять сезонов.

😝 **Coinbase: очередная** [утечка](https://forklog.com/news/coinbase-nazvala-chislo-postradavshih-ot-utechki-polzovatelskih-dannyh)** данных 3400 пользователей.** Скомпрометированы: ФИО, адреса, последние 4 цифры SSN. На этот раз виноват подрядчик по маркетингу. Чекни почту, может ты стал «счастливчиком» Кстати, компенсаций  не будет.

🇦🇪**Абу-Даби **[инвестирует](https://forklog.com/news/ai/v-abu-dabi-sozdadut-ii-gorod-za-2-5-mlrd)** $2.5 млрд в «ИИ-город».** Шейхи решили замутить еще один амбициозный проект. Реальный город, где будут жить разработчики, запускаться стартапы и тренироваться модели. Цель — стать Кремниевой долиной 2.0 Город назовут MGX. Построит — MGX Group в партнёрстве с Министерством искусственного интеллекта ОАЭ. 

🇷🇺**ЦБ и Минфин **[согласовали](https://forklog.com/news/v-rf-odobrili-borbu-s-otmyvaniem-tsifrovogo-rublya)** меры против отмывания через цифровой рубль.** Теперь каждый перевод в 10К+ будет тщательно проверяться. Особенно если ты получаешь его ночью с интересным комментарием. Аккуратнее.

🇦🇷**Аргентина **[закрыла](https://forklog.com/news/prezident-argentiny-raspustil-sledstvennuyu-gruppu-po-delu-libra)** расследование по проекту Libra.** Официально — «по причине утраты актуальности и отсутствия перспектив». Meta свернула Libra (переименованный в Diem) ещё в 2022 году. Читаемо? Да.

🐙 **Kraken **[запускает](https://forklog.com/news/kraken-zapustit-torgi-tokenizirovannymi-aktsiyami-apple-i-tesla)** торговлю токенизированными акциями.** Инструмент от компании Krakken Securities (UK). Первые активы: Apple ($AAPL) и Tesla ($TSLA). Работает через платформу от Integral, с полной лицензией. Покупка за USDC, без необходимости выхода в фиат. Welcome в мир, где фондовый рынок торгуется как мемы. Пока SEC не проснётся, конечно.

Хороших выходных 💗

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",16468,20,72,True,,новостной дайджест btc обновил ath рад был расти дальше трампа другие взгляды классическая схема pump trump btc eth преступники начали охотитьсяhttpsforklogcomnewsprestupnikinachaliohotunasemikriptopredprinimatelej семьи криптокитов данным peckshield хакеры начали охоту трейдеров семьи венесуэле гонконге китае участились случаи похищений шантажа угроз ради крипты ради доступа ней преступники ломают соцсети следят передвижением вымогают seedфразы через близких binance требуетhttpsforklogcomnewsbinancepotrebovalaotklonitiskftxnamlrd отклонить иск ftx млрд иск касается убытков якобы нанесённых ftx действиями его команды том числе постами twitterx binance заявила иск надуман ftx банкроты вообще том положении чтобы качать права очередной судебный сериал главное чтобы как ripple десять сезонов coinbase очередная утечкаhttpsforklogcomnewscoinbasenazvalachislopostradavshihotutechkipolzovatelskihdannyh данных пользователей скомпрометированы фио адреса последние цифры ssn этот раз виноват подрядчик маркетингу чекни почту может стал счастливчиком кстати компенсаций будет абудаби инвестируетhttpsforklogcomnewsaivabudabisozdadutiigorodzamlrd млрд иигород шейхи решили замутить еще один амбициозный проект реальный город где будут жить разработчики запускаться стартапы тренироваться модели цель стать кремниевой долиной город назовут mgx построит mgx group партнёрстве министерством искусственного интеллекта оаэ минфин согласовалиhttpsforklogcomnewsvrfodobriliborbusotmyvaniemtsifrovogorublya меры против отмывания через цифровой рубль теперь каждый перевод будет тщательно проверяться особенно если получаешь его ночью интересным комментарием аккуратнее аргентина закрылаhttpsforklogcomnewsprezidentargentinyraspustilsledstvennuyugruppupodelulibra расследование проекту libra официально причине утраты актуальности отсутствия перспектив meta свернула libra переименованный diem ещё году читаемо kraken запускаетhttpsforklogcomnewskrakenzapustittorgitokenizirovannymiaktsiyamiappleitesla торговлю токенизированными акциями инструмент компании krakken security первые активы apple aapl tesla tsla работает через платформу integral полной лицензией покупка usdc без необходимости выхода фиат welcome мир где фондовый рынок торгуется как мемы пока sec проснётся конечно хороших выходных cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1771,2025-05-24 10:16:00+00:00,"**Похоже всё-таки лудик**  🤡

🐋 [Джеймс Уинн](https://x.com/JamesWynnReal) продолжает находится в позиции, но удача уже не на его стороне.

Он увеличил позу до 11к BTC ($1.2 млрд.), и теперь его ТВХ $109к, а ликвидация — на $105.1к.

🤓 __Как говорится: «Надо было фиксировать, а не скринить» __

🌚 - я, конечно, не эксперт, но кажется ему п…ец) 

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",17815,143,440,True,1765.0,похоже всётаки лудик джеймс уиннhttpsxcomjameswynnreal продолжает находится позиции удача уже его стороне увеличил позу btc млрд теперь его твх ликвидация __как говорится надо было фиксировать скринить конечно эксперт кажется ему пец cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1769,2025-05-23 12:04:37+00:00,"😁 Что-то все расслабились. Рекомендую ввести 50% пошлины  для ЕС.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",19705,138,245,True,,чтото все расслабились рекомендую ввести пошлины для cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,4
crypt0scamm,CryptoScamm,1767,2025-05-22 14:04:36+00:00,"🍕**Bitcoin Pizza Day. 22 мая.**

В этот день в 2010 году Ласло Хейниц купил две пиццы за 10 000 BTC.
Сейчас это $1,1 млрд. Максимальное сочувствие.😢

Но этот день — не про чувака, который обменял богатство поколения на два куска теста с соусом.

🟡Это про решения, за которые потом будешь вспоминать ночью с открытыми глазами.😵‍💫
🟡Про все те сделки, которые казались логичными, пока рынок не взял тебя за шкирку и не напомнил, кто тут хозяин.
🟡Про то самое чувство в груди — когда вроде всё сделал по системе, а потом смотришь на график… и молча идешь закуривать сигарету.🚬

🏅 **Pizza Day — это не праздник.
**
✍️ Это напоминание, что история делается на ровном месте.
✍️ Что каждое «д__а чё, продам, потом ещё куплю__» — может стоить миллионы.
✍️ Что за одним обычным решением может прятаться весь твой будущий капитал.

🤨 Так что сегодня — не просто день пиццы.
Сегодня день твоего вчерашнего я, который «не хотел рисковать».
И твоего завтрашнего я, который будет прокручивать это в голове снова.

Кто знает, может у тебя на кошельке есть то, что через пару лет будет стоить в тысячи раз больше.
Кто знает, кто знает… 😮

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",19736,125,182,True,,bitcoin pizza day мая этот день году ласло хейниц купил две пиццы btc сейчас это млрд максимальное сочувствие этот день про чувака который обменял богатство поколения два куска теста соусом это про решения которые потом будешь вспоминать ночью открытыми глазами про все сделки которые казались логичными пока рынок взял тебя шкирку напомнил кто тут хозяин про самое чувство груди когда вроде всё сделал системе потом смотришь график молча идешь закуривать сигарету pizza day это праздник это напоминание что история делается ровном месте что каждое д__а продам потом ещё куплю__ может стоить миллионы что одним обычным решением может прятаться весь твой будущий капитал так что сегодня просто день пиццы сегодня день твоего вчерашнего который хотел рисковать твоего завтрашнего который будет прокручивать это голове снова кто знает может тебя кошельке есть что через пару лет будет стоить тысячи раз больше кто знает кто знает cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1766,2025-05-22 11:21:38+00:00,"Там у нас очередной крупный взломчик!

Хакнули CETUS (главный LP агрегатор на SUI). Из большинства щитков высосали ликвидность, самые жирные токены жестко подсдулись.

Ждем оф. сообщения от протокола и по идеи откуп, ведь SUI продолжает оставаться топовым раннером этого цикла. А вы что думаете?

Узнали с помощью нашего скринера, тоже подпишитесь: @cryptoscammmonitoring

Будете откупать? 

 🍌⁃ лонг 20х HIPPO
 🍓⁃ сцыкотно

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",18544,48,200,True,,там нас очередной крупный взломчик хакнули cetus главный агрегатор sui большинства щитков высосали ликвидность самые жирные токены жестко подсдулись ждем сообщения протокола идеи откуп ведь sui продолжает оставаться топовым раннером этого цикла что думаете узнали помощью нашего скринера тоже подпишитесь cryptoscammmonitoring будете откупать лонг hippo сцыкотно cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1765,2025-05-22 08:40:47+00:00,"🔗 **Кит со стальными яйцами.**

🐋 [Джеймс Уинн](https://x.com/JamesWynnReal)  вжал Лонг по BTC с 40х плечом на $1 млрд. на  Hyperliquid.

Его точка входа $108к. и во время вчерашнего пролива до $106к. его позиция уже уходила в минус на кругленькую сумму. Но его это не спугнуло, он продолжил держать.💪

И даже когда цена уже обновила АТН, он не закрыл позицию, а лишь начал понемногу разгружаться. Сейчас чел находится в плюсе на $23,7 млн., а ликвидация у него в районе $102к.

🍌 - гений

🍓 - лудик 

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",19084,232,1272,True,,кит стальными яйцами джеймс уиннhttpsxcomjameswynnreal вжал лонг btc плечом млрд hyperliquid его точка входа время вчерашнего пролива его позиция уже уходила минус кругленькую сумму его это спугнуло продолжил держать даже когда цена уже обновила атн закрыл позицию лишь начал понемногу разгружаться сейчас чел находится плюсе млн ликвидация него районе гений лудик cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1764,2025-05-21 15:25:45+00:00,"😐 Ну АТН на BTC обновили. ETH, тебя ничё не смущает?",18274,32,165,True,,атн btc обновили eth тебя ничё смущает,4
crypt0scamm,CryptoScamm,1763,2025-05-21 12:08:25+00:00,"🗿 **Blackrock набирает биток. Много битка.**

➕ Чёрные камни лупят маркету так, будто словили ФОМО и теперь отчаянно догоняют «упущенный» профит. Что, между прочим, вообще не в их стиле.

636 тысяч BTC. Это не про “верим в блокчейн”. Это скорее про “знаем что-то, но вам не скажем”.

😱 Они уже обошли  Binance  и теперь вторые по массе, после Сатоши. 

Может, ребята с самым умным алгоритмом на рынке что-то посчитали и уже вот вот? 🙏

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",19987,164,106,True,,blackrock набирает биток много битка чёрные камни лупят маркету так будто словили фомо теперь отчаянно догоняют упущенный профит что между прочим вообще стиле тысяч btc это про верим блокчейн это скорее про знаем чтото вам скажем они уже обошли binance теперь вторые массе после сатоши может ребята самым умным алгоритмом рынке чтото посчитали уже вот вот cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1762,2025-05-21 06:02:15+00:00,🪙 BTC > 107.000$,18613,122,202,True,,btc,1
crypt0scamm,CryptoScamm,1760,2025-05-20 19:03:01+00:00,"🌱 **Стейкинг и фарминг — твой пассивный доход в DeFi или просто “депозит” на максималках?**

💰 Хочешь, чтобы твои токены не просто лежали мёртвым грузом, а приносили тебе профит? В мире DeFi для этого придумали две фишки: стейкинг и фарминг. Суть простая — ты даёшь свои монеты протоколу, а он тебе за это платит. Всё как в банке, только без менеджеров и очередей.

😎 Стейкинг — это когда ты “замораживаешь” свои токены в смарт-контракте, поддерживаешь работу сети и получаешь за это награду. Чем больше стейкаешь — тем больше капает. Всё просто: положил, забыл, получаешь проценты.

⛏ Фарминг (или yield farming) — это когда ты не просто кладёшь токены, а предоставляешь ликвидность в пулы (например, на Uniswap или PancakeSwap). За это тебе начисляют награды, иногда даже в нескольких токенах сразу. 

**Как это работает?**

1️⃣Кладёшь свои токены в стейкинг или пул ликвидности

2️⃣Получаешь награды (обычно в токенах протокола)

3️⃣Можешь реинвестировать, чтобы увеличить доход

4️⃣В любой момент можешь забрать свои монеты (если нет локов)

🗿**Подводные камни?**

Тут тоже не всё так просто, как кажется:

🟡Имперманентный убыток — если курс токенов сильно меняется, можешь потерять часть возможной выгоды.
🟡Взломы и баги смарт-контрактов — DeFi всё ещё дикий запад
🟡Высокие комиссии — особенно в эфировских сетях
🟡Скам-проекты — обещают 1000% годовых, а потом сливаются с твоими деньгами

🤓 Стейкинг и фарминг — это реально рабочие инструменты для пассивного дохода, но тут важно не гнаться за “иксами”, а понимать риски и выбирать проверенные протоколы.

Заинтересовало? Мы как раз по УДИВИТЕЛЬНЕЙШЕМУ совпадению добавили такую возможность в нашем токене. Есть возможность попрактиковаться, рагпул пока не устраиваем. Держи помощь  👉 [Гайд как добавить токены COCKPOT в стейкинг и фарминг от комьюнити.](https://teletype.in/@ath1/jTUV0GLAPJT) 👉

⚠️Не разбираешься — не лезь. Лучше сначала разберись, что такое impermanent loss и как работают пулы ликвидности, чтобы потом не кусать локти.

О чём ещё рассказать? Пиши в комменты, что интересно узнать из мира DeFi! 😎

#Cryptoscamm #DeFiLife

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",18650,53,139,True,,стейкинг фарминг твой пассивный доход defi или просто депозит максималках хочешь чтобы твои токены просто лежали мёртвым грузом приносили тебе профит мире defi для этого придумали две фишки стейкинг фарминг суть простая даёшь свои монеты протоколу тебе это платит всё как банке только без менеджеров очередей стейкинг это когда замораживаешь свои токены смартконтракте поддерживаешь работу сети получаешь это награду чем больше стейкаешь тем больше капает всё просто положил забыл получаешь проценты фарминг или yield farming это когда просто кладёшь токены предоставляешь ликвидность пулы например uniswap или pancakeswap это тебе начисляют награды иногда даже нескольких токенах сразу как это работает кладёшь свои токены стейкинг или пул ликвидности получаешь награды обычно токенах протокола можешь реинвестировать чтобы увеличить доход любой момент можешь забрать свои монеты если нет локов подводные камни тут тоже всё так просто как кажется имперманентный убыток если курс токенов сильно меняется можешь потерять часть возможной выгоды взломы баги смартконтрактов defi всё ещё дикий запад высокие комиссии особенно эфировских сетях скампроекты обещают годовых потом сливаются твоими деньгами стейкинг фарминг это реально рабочие инструменты для пассивного дохода тут важно гнаться иксами понимать риски выбирать проверенные протоколы заинтересовало как раз удивительнейшему совпадению добавили такую возможность нашем токене есть возможность попрактиковаться рагпул пока устраиваем держи помощь гайд как добавить токены cockpot стейкинг фарминг комьюнитиhttpsteletypeinathjtuvglapjt разбираешься лезь лучше сначала разберись что такое impermanent loss как работают пулы ликвидности чтобы потом кусать локти чём ещё рассказать пиши комменты что интересно узнать мира defi cryptoscamm defilife полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1759,2025-05-19 12:22:25+00:00,"📉 **ОБЗОР РЫНКА или начинаем неделю бодро!**

Сегодня ночью мы могли наблюдать  неплохие такие качели. Сначала ВТС импульсивно добил $107к, но сразу же после укатался вниз к $102к. Неделя открылась неоднозначно, красно, но ещё равно делать выводы.

 🪙 BTC — $102.8к.  ⚪️ ETH — $2409.

💪 [Доминация BTC](https://www.tradingview.com/x/EBoO127K/) — порадовались снижению и хватит, велика вероятность, что встанем в боковик. Из этого и выходит, что уже только [25](https://coinmarketcap.com/charts/altcoin-season-index/) из топ-100 показавают лучший рост относительно битка за 90 дней.

🗑 [Ликвидации](https://www.coinglass.com/ru/LiquidationData) — $670.9 млн. за 24 часа.  Тополиво дня - лонгисты с их «скромными»  $465.3 млн. 
.
🤑 [Fear & Greed](https://coinmarketcap.com/charts/fear-and-greed-index/) — вера в иксы всё крепчает, и на рынке жадность **71/100**, а значит, её надо чуть-чуть растрясти. 

🪙 [Total](https://www.tradingview.com/x/Jz3AMOy1/) — Чо по SMC, идем от недельного FVG до ATH? Закономерный минус **$77.8 млрд **(- 2.2%) за неделю + понедельник. 

🔼Чистый ПРИТОК в спотовый [BTC-ETF](https://sosovalue.com/assets/etf/us-btc-spot) за неделю —  **$603.7 млн**.  [ETH-ETF](https://sosovalue.com/assets/etf/us-eth-spot)  — плюс **$41.6 млн.** Давайте, хомяки, покупайте. **
**
🌟 Артур Хейс [предположил,](https://fortune.com/crypto/2025/05/18/arthur-hayes-on-bitcoins-route-to-200000-holding-gold-and-why-hated-ethereum-is-due-for-a-comeback/) что альтсезон  уже этим летом или в начале Q3. А BTC до конца года будет $250к. Слышали уже.

🕕Сейлор на мужика добирает ещё 7390 BTC (на $765 млн.) по  ~ $103к.

**Какой предикт на неделю? **

🍌- растем

🍓- падаем

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",21265,43,494,True,,обзор рынка или начинаем неделю бодро сегодня ночью могли наблюдать неплохие такие качели сначала втс импульсивно добил сразу после укатался вниз неделя открылась неоднозначно красно ещё равно делать выводы btc eth доминация btchttpswwwtradingviewcomxebook порадовались снижению хватит велика вероятность что встанем боковик этого выходит что уже только httpscoinmarketcapcomchartsaltcoinseasonindex топ показавают лучший рост относительно битка дней ликвидацииhttpswwwcoinglasscomruliquidationdata млн часа тополиво дня лонгисты скромными млн fear greedhttpscoinmarketcapcomchartsfearandgreedindex вера иксы всё крепчает рынке жадность значит надо чутьчуть растрясти totalhttpswwwtradingviewcomxjzamoy smc идем недельного fvg ath закономерный минус млрд неделю понедельник чистый приток спотовый btcetfhttpssosovaluecomassetsetfusbtcspot неделю млн ethetfhttpssosovaluecomassetsetfusethspot плюс млн давайте хомяки покупайте артур хейс предположилhttpsfortunecomcryptoarthurhayesonbitcoinsroutetoholdinggoldandwhyhatedethereumisdueforacomeback что альтсезон уже этим летом или начале btc конца года будет слышали уже сейлор мужика добирает ещё btc млн какой предикт неделю растем падаем cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
crypt0scamm,CryptoScamm,1758,2025-05-18 11:08:13+00:00,"😬 **История с Blum закончилась, Смеркис — на бутылке.**
__Кто бы мог подумать… ну, все.__

🗿 Владимир Смеркис, бывший амбассадор Binance СНГ и сооснователь Blum, арестован в России. Обвинение — мошенничество в особо крупном размере. И дело не только в Blum — всплыли его старые проделки: **The Token Fund и Tokenbox**, где инвесторов суммарно набрили более чем на $15 млн.

Blum, запущенный в 2024 году, обещал пользователям токены ""за тапы"" — мол, кликай по экрану, а потом выведешь в фиат.
Только вот токен так и не вышел, а вывод средств оказался невозможным.

🫢 Невероятное совпадение: за день до ареста Смеркис ""покинул"" Blum.
Команда моментально отреклась — ""он не с нами"", ""мы ничего не знали"", ""да мы вообще про другое"".
Но, кажется, уже поздно писать «новую историю», сухими из говна не выйти.

**Мораль?**
🤡 Если в whitepaper больше маркетинга, чем смысла, то стоит задуматься (тем более если это проект на TON) . Или хотя бы тапать, но исключительно для души.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",29004,605,311,True,,история blum закончилась смеркис бутылке __кто мог подумать все__ владимир смеркис бывший амбассадор binance снг сооснователь blum арестован россии обвинение мошенничество особо крупном размере дело только blum всплыли его старые проделки token fund tokenbox где инвесторов суммарно набрили более чем млн blum запущенный году обещал пользователям токены тапы мол кликай экрану потом выведешь фиат только вот токен так вышел вывод средств оказался невозможным невероятное совпадение день ареста смеркис покинул blum команда моментально отреклась нами ничего знали вообще про другое кажется уже поздно писать новую историю сухими говна выйти мораль если whitepaper больше маркетинга чем смысла стоит задуматься тем более если это проект ton или хотя тапать исключительно для души cryptoscamm wassup полезные ссылкиhttpstmecryptscamm биржиhttpstmecryptscamm inuhttpstmecockpotinu,0
